id,voted
87680,0.014311225
101709,0.06145637
144129,0.004017623
22654,0.15385477
75375,0.0075974087
203322,0.0043213754
273843,0.010751704
55315,0.0018512028
45780,0.30171397
45182,0.027633114
168020,0.004087134
131337,0.0063577546
3591,0.029300475
110770,0.030521108
44907,0.0086437445
146372,0.0028115632
190100,0.008686991
131267,0.01165306
88592,0.8293825
171033,0.015467807
50694,0.010501491
23903,0.017822778
154133,0.0030754313
141887,0.0088833375
128755,0.006055303
180538,0.020783607
7932,0.0042319954
176743,0.0078011006
160726,0.009994689
179015,0.0066558127
159865,0.01762619
76940,0.5197954
106478,0.0044547026
276969,0.009208843
192089,0.0039436156
257608,0.0052423463
26430,0.048439912
207035,0.34874478
205518,0.030233601
218208,0.0033305048
138119,0.019629765
163729,0.0060174637
282377,0.045054495
275483,0.007535724
127347,0.0060953344
124815,0.0066581876
23675,0.0066504525
93970,0.04459472
182672,0.007509938
159733,0.4807344
141906,0.015450223
171736,0.0011001696
190264,0.9960238
220161,0.0066873375
51162,0.012165678
40709,0.009985437
193639,0.10956853
97635,0.20227496
11734,0.0026299949
239279,0.024226265
94101,0.0012497368
244805,0.0043569095
237982,0.033955257
101181,0.049731586
129568,0.18085815
126321,0.0064276885
217190,0.29395565
159966,0.025588257
96921,0.047827065
80784,0.018774094
64016,0.0046705725
37896,0.016075134
237637,0.011732309
230118,0.008617274
104424,0.0055216164
200584,0.0031587307
157098,0.08083869
39453,0.009793957
203215,0.11517301
142759,0.031226812
72601,0.09471214
56876,0.0017618479
185676,0.0603186
86585,0.036201302
271468,0.016943999
114412,0.022650909
166650,0.0031604234
140044,0.001131155
155939,0.007097083
63537,0.2347619
207177,0.0042088917
80115,0.05402308
265360,0.0014481471
214150,0.010847604
52961,0.013113833
212875,0.014299197
225829,0.90134484
7930,0.009925846
3416,0.01605168
211457,0.00627335
235633,0.019711087
163985,0.0025628202
9450,0.29201818
228555,0.03488624
66860,0.009822559
391,0.25579476
154141,0.0060580964
112187,0.019864962
40827,0.055086914
126992,0.010022547
179822,0.22313033
180080,0.021504875
96700,0.004704408
280548,0.0010165728
200323,0.0056273746
236093,0.0013327923
44174,0.094988704
270325,0.006411669
152287,0.006515671
121472,0.026898228
39430,0.009874772
33646,0.048838213
119002,0.0018870187
154607,0.46667814
65066,0.1343751
69483,0.011003971
131666,0.0039367178
129814,0.006717969
28134,0.008120367
133042,0.010129135
32985,0.028127832
13811,0.4443437
104225,0.008056456
93943,0.029447332
179402,0.002153743
172581,0.0017653947
155818,0.019154284
238947,0.0027793758
25522,0.031059531
261650,0.032467812
148333,0.05291489
148834,0.01946094
146129,0.036607035
168845,0.008354174
207324,0.14230536
255755,0.058996934
121353,0.045757405
76924,0.0040359516
233096,0.009811087
35046,0.00793519
2408,0.0044162897
187532,0.0022785303
261221,0.041016214
205464,0.014176077
23301,0.0026175329
76797,0.005766006
52606,0.013129763
168759,0.23123275
95035,0.0035362558
132822,0.41986415
219826,0.0044037574
16695,0.12386489
138566,0.015250978
103834,0.025899652
258689,0.022026826
197307,0.06764924
206539,0.48217142
112903,0.0070423624
89864,0.045418847
239149,0.020402515
96381,0.014068223
241293,0.0049398155
6168,0.014731243
9472,0.023585828
268206,0.010004725
176340,0.014074621
206162,0.009274549
38,0.005766181
98817,0.0027320099
22878,0.008156658
147865,0.4821916
96201,0.003473078
206341,0.0013330011
253455,0.11259386
239431,0.0019372727
48374,0.29164156
158051,0.0062414333
55270,0.058766305
262526,0.0072873835
178861,0.030167015
3774,0.03269767
188595,0.0033620463
267585,0.035472162
230590,0.0009651194
150660,0.004707807
156576,0.012507385
1566,0.018860336
168209,0.90447915
160710,0.009431393
283642,0.0062429127
199207,0.002313828
174613,0.09662426
177539,0.021605851
17732,0.020556714
43469,0.010141545
265078,0.0015229312
60996,0.023861788
31975,0.14060684
64510,0.005529249
11817,0.03473823
244137,0.006018034
115057,0.0026559934
102909,0.017997028
179251,0.0008067449
208829,0.100412026
236931,0.013846506
129450,0.006935373
213168,0.0014438783
161346,0.34704748
273621,0.0034411685
12277,0.05380583
281324,0.059960812
64759,0.014924985
203236,0.0076726973
142178,0.008106426
105501,0.009357243
194165,0.007737918
120165,0.0037317968
36901,0.2546408
253075,0.05231927
33713,0.008837994
47578,0.017051103
219118,0.025761373
36867,0.02217855
211839,0.053322252
255631,0.009726647
179843,0.021710515
26359,0.007364491
256904,0.063414276
169531,0.010328782
275349,0.0017376066
146573,0.0017842717
275193,0.0032396505
274629,0.004203152
94418,0.014318255
221369,0.003468183
284433,0.89098173
169448,0.007272758
172263,0.2862837
45650,0.09283964
284365,0.017208857
65463,0.004328137
126735,0.010960533
164300,0.0052269073
60292,0.011557795
142556,0.007956742
27344,0.004642049
24627,0.009762639
30370,0.016441798
210858,0.006623112
141637,0.004495193
72893,0.005906526
59901,0.009498455
275426,0.0052373684
156184,0.0200996
251345,0.2758872
189657,0.20354116
38786,0.012072658
38728,0.019553034
110087,0.007873439
210699,0.0047725104
62275,0.0070437565
25646,0.012493153
20742,0.0041584037
260088,0.0049332385
61590,0.008765708
199898,0.0033173724
258702,0.0032830173
38697,0.012843843
1623,0.009661768
64029,0.015291126
271326,0.014794509
216687,0.06670412
131330,0.08399238
75597,0.018356973
153907,0.06689932
129319,0.010373442
228199,0.0031092537
59091,0.004165463
86141,0.0017748373
52600,0.009981661
16837,0.02591144
82889,0.017377505
82674,0.007094849
159375,0.037597574
269521,0.004084055
163061,0.004973897
86802,0.0066904677
43332,0.0118684005
46034,0.008884588
148959,0.0039273463
206179,0.0025283236
195151,0.008000504
221545,0.003975941
87928,0.008335913
115706,0.0098515395
17496,0.007901425
181670,0.0020932695
94676,0.0022269704
121633,0.022225568
243591,0.1738178
30441,0.085822046
255494,0.046742152
216670,0.9581246
244825,0.01931654
239686,0.949219
7644,0.0131335575
79465,0.0036955047
120233,0.011178706
99913,0.005189772
219592,0.0049593924
276214,0.0021905517
42896,0.0032793414
211375,0.014591695
209181,0.01491549
58727,0.009597397
230399,0.41415587
249272,0.014806163
161530,0.16013707
211390,0.008641236
262192,0.01902895
48852,0.011592984
135590,0.012100557
130148,0.039219804
59007,0.017770974
129276,0.0016186846
147363,0.023603508
238313,0.0028004423
95968,0.017544989
46195,0.009819007
225021,0.018830962
110853,0.013788904
28741,0.006867952
53600,0.0055117384
105505,0.97480017
175831,0.013912659
21058,0.008500811
269634,0.004289277
52603,0.0043732957
156590,0.31618845
231526,0.15473373
193876,0.18694215
117584,0.019141687
147359,0.07066336
206195,0.03336761
229473,0.0026114115
197005,0.034698933
167823,0.004292384
159829,0.022018444
104703,0.02801084
118167,0.22043437
159000,0.109279156
246123,0.010190934
53054,0.017339278
103273,0.004528967
40792,0.0140669
112166,0.037565477
71216,0.002796913
91168,0.062351238
103975,0.0045367302
88270,0.0018751204
244489,0.6464624
89888,0.12220544
29833,0.0060604597
192833,0.0056795296
12542,0.03169288
236108,0.002776422
277695,0.07906832
16004,0.10502802
139645,0.010489953
133290,0.0022852123
64335,0.39199734
201494,0.0209362
149055,0.017259885
19402,0.0035009773
77719,0.044062935
157776,0.0034818652
50599,0.055976246
210792,0.017869689
50203,0.011385718
187520,0.42282423
208209,0.0028866397
262908,0.009128384
133091,0.016521528
7611,0.014237529
227819,0.0046008113
221149,0.3953815
149477,0.04593758
27563,0.003635541
117945,0.0067577385
100568,0.06210222
83040,0.056755196
117273,0.005663986
115674,0.009683784
244703,0.005110964
142266,0.95942897
169534,0.004569114
49605,0.079941705
243243,0.0059709153
269878,0.00079653
17184,0.20728397
243132,0.051549632
240999,0.004427611
40803,0.020856455
11745,0.009579759
282542,0.008075673
222087,0.0010630899
268490,0.017589297
103812,0.0037341323
224496,0.0074109933
10204,0.004727254
262190,0.003875148
268323,0.4562853
96278,0.0085489405
212615,0.0034997247
225983,0.005290952
228807,0.033141658
61531,0.005484687
128638,0.74766934
223005,0.08733828
215470,0.005058517
75484,0.047696676
267200,0.07232077
260246,0.008366619
62401,0.029757898
215842,0.0030654578
161326,0.0024993562
257480,0.0017054278
210433,0.017579082
241959,0.06795295
34243,0.0029512797
171696,0.00314679
262776,0.037463527
75463,0.24119695
128060,0.0043057106
135180,0.02318678
204157,0.08628464
88373,0.019514719
100083,0.06430225
281459,0.0008105743
191575,0.0072152372
61261,0.35097036
153781,0.01603299
201184,0.0114591345
193015,0.037408244
143863,0.0066706785
80693,0.010519621
190242,0.09849978
202408,0.005980415
241718,0.00668267
236580,0.5461535
160641,0.010428766
235485,0.0018039527
56372,0.21383451
50527,0.07193477
182055,0.05619258
79331,0.009003412
190174,0.09203525
146042,0.84743786
104956,0.007309958
108028,0.059238836
50532,0.030367123
273359,0.54263234
93528,0.977234
153797,0.004926207
208925,0.03576835
220585,0.26567373
1210,0.00309128
184771,0.13067895
276927,0.13363694
44221,0.019655615
227103,0.008290967
37527,0.008154069
65808,0.0035659552
215609,0.021518093
74,0.014773944
22624,0.05113042
132479,0.13658223
24920,0.008096295
128188,0.001899691
69472,0.22061147
234587,0.006379546
169530,0.0048900186
241690,0.08985297
152958,0.056561645
156833,0.0048114695
204694,0.009142438
241852,0.22824703
181807,0.009710713
170951,0.12459662
9558,0.018314676
273846,0.015615536
261642,0.010316126
134454,0.0020043203
198727,0.044312935
2400,0.0065820627
176217,0.071587145
26098,0.0047432454
139129,0.0037529098
100554,0.079955935
227769,0.0073432853
21403,0.044779293
79509,0.007972276
139383,0.015971363
100649,0.024448667
187801,0.0026050394
133144,0.004641866
87107,0.005238958
231026,0.0041287574
42168,0.0052658827
46796,0.005314244
112096,0.0060111666
219233,0.0024544343
216905,0.03158201
95505,0.00848086
59924,0.025508856
236777,0.0017080487
162068,0.0047517912
140813,0.03817647
284803,0.0034959787
55243,0.032508228
74490,0.0029911688
112337,0.0031627873
95620,0.01661988
116726,0.50445884
17050,0.79608136
885,0.5421787
216131,0.0037409323
59781,0.009261203
248105,0.011368642
189484,0.016821327
234139,0.015936784
179907,0.0048694042
52480,0.13405769
40059,0.004493921
164,0.049418405
146370,0.009734629
147863,0.0031073212
26145,0.0059165293
283717,0.007183014
2480,0.00049720996
2828,0.003460132
86423,0.0020170778
183677,0.005038991
109113,0.05195355
194961,0.5570505
96052,0.017732164
205011,0.014218876
7486,0.6830202
99641,0.013671667
49327,0.008500337
167982,0.22099552
208477,0.20586063
170597,0.0124659855
199653,0.08521314
4361,0.012713936
81561,0.022332467
86632,0.032577347
141081,0.0044193664
35083,0.1679049
108864,0.061943304
204628,0.08023051
119902,0.022538181
145137,0.0039415597
283153,0.004480455
85926,0.1100193
164047,0.002534892
3628,0.0030045803
110785,0.013563858
174364,0.0091633
54371,0.0052000526
225258,0.0013994797
116500,0.03781195
100719,0.0032064405
115350,0.0036633345
3237,0.054208677
52287,0.012093148
33205,0.008886742
106042,0.7036931
77008,0.0035804473
111358,0.017668862
137426,0.0031731306
118420,0.008382665
136057,0.040708303
8697,0.023637004
25939,0.017081866
160451,0.0030748947
234694,0.003470481
148808,0.0068830997
252728,0.0081584975
131539,0.5379773
130530,0.12906936
33428,0.027222987
158998,0.0027293141
277936,0.00399079
56682,0.1921776
12117,0.004148603
144827,0.11001272
208151,0.02208564
12075,0.059732653
212745,0.003241779
121150,0.022341115
197625,0.009156686
276931,0.052574333
167966,0.41047108
264624,0.034857225
104834,0.12111314
100520,0.018445008
154813,0.074237995
225789,0.03732311
97788,0.005181991
126467,0.016926803
185538,0.04189671
39671,0.008401958
82322,0.19036654
73546,0.0024570778
124399,0.0395146
114405,0.016916143
6524,0.9620554
14885,0.01084658
276307,0.005587161
25403,0.00912503
104241,0.007108022
200251,0.0128971115
6489,0.039893176
138763,0.01627747
5800,0.1809209
105050,0.11047056
263790,0.004731916
5578,0.07326277
271640,0.002983372
217346,0.03032289
247866,0.012479799
19115,0.016414084
246023,0.019616056
27307,0.009254245
226764,0.17174485
71570,0.011447377
226761,0.12336016
37114,0.156104
205975,0.04574039
212119,0.04760136
248491,0.018599873
241648,0.18874793
154772,0.51018363
121386,0.073130295
91513,0.0025740184
45399,0.006803918
156014,0.006900449
85148,0.0029185794
182018,0.0022411784
213147,0.017395264
220528,0.2322193
83604,0.031350993
190477,0.0017476218
1799,0.002948036
25568,0.006978888
164306,0.043325085
232024,0.22459584
177951,0.031263653
33616,0.004052538
36959,0.01301323
35982,0.004304349
2472,0.0044162897
176549,0.02041546
179096,0.0051884972
98929,0.00859102
113127,0.004469148
8921,0.0033878654
234185,0.016882466
112937,0.011528019
69373,0.9519326
77272,0.97229934
170098,0.63154566
205608,0.0015062683
44310,0.009819007
158788,0.021538027
248111,0.031174278
244813,0.049843363
187573,0.0174777
31984,0.004694503
131943,0.0056138737
12190,0.016305644
221878,0.3476575
260596,0.0017347463
23041,0.011582897
137857,0.005799067
84351,0.17444997
220149,0.0018345201
59711,0.051491763
155937,0.028957551
115169,0.010035679
259418,0.014836017
223341,0.0030270764
261288,0.004200877
165085,0.002325363
275288,0.0083683245
178413,0.008770444
241976,0.13409561
233644,0.0069742366
55126,0.0073925313
166831,0.09503522
101300,0.028826648
81258,0.021018986
284222,0.0799105
221077,0.0032694952
52141,0.01371739
16816,0.033173468
189284,0.0050590932
176752,0.0032196948
20302,0.013823341
163001,0.0011668991
86351,0.0141679505
189646,0.36482722
4699,0.013172185
275383,0.002384085
90625,0.0024619726
77349,0.99859923
156393,0.024132084
224362,0.22508311
168771,0.10785707
73259,0.024026072
203589,0.027354121
95931,0.03791633
94655,0.2473205
230665,0.021340925
32934,0.012894818
109182,0.0035953566
161921,0.03941739
89676,0.0035252
78608,0.015167218
271064,0.24076256
108851,0.049101256
30804,0.0701894
280949,0.1494205
164334,0.043466788
179061,0.0040073823
260099,0.017286206
135054,0.042428687
202788,0.0017303606
36031,0.01220331
263952,0.02478291
213602,0.002218659
125599,0.00450749
247472,0.025828259
163660,0.010398065
143852,0.0019360238
114802,0.0046136677
29037,0.009460563
62347,0.8649131
232221,0.15179968
215123,0.004961772
10815,0.45035326
141803,0.059337325
158190,0.013004947
266675,0.12767512
24790,0.037595753
13281,0.6067595
237742,0.008595968
25936,0.033117723
113532,0.004876757
67831,0.011502004
234492,0.84470564
152978,0.010120246
159756,0.0022564933
227467,0.0046502543
190977,0.0045668334
27583,0.18619674
180000,0.011050732
113704,0.0031538804
17904,0.021467892
280519,0.044488143
16460,0.0022959055
189800,0.013500264
146618,0.0024647627
43228,0.084855504
129021,0.009190285
119001,0.0053570904
244448,0.006317334
168805,0.0019671163
32887,0.005206275
13939,0.123338476
117960,0.017333478
183253,0.30015552
167120,0.008533746
74113,0.008993993
116820,0.0119121205
264705,0.13427815
142577,0.013452964
249206,0.50188935
65052,0.03244603
35405,0.009104573
91408,0.00988757
123838,0.013953572
24640,0.0056291763
221849,0.0072800014
244312,0.0031230652
38812,0.009166863
127423,0.11364896
250474,0.2330039
212214,0.0046480168
240592,0.11271901
263998,0.0022400068
63208,0.14412723
206139,0.40563586
79934,0.29952577
127871,0.01324125
244532,0.01213588
264970,0.019979699
16727,0.010051809
274097,0.033351418
256138,0.0069566895
195782,0.298356
31929,0.017499167
122346,0.009324458
214151,0.026342025
174503,0.17609242
54901,0.0059915315
47280,0.003029884
94793,0.005223125
25999,0.15953909
141961,0.0071255905
119661,0.015927738
27796,0.37379298
27788,0.009705809
159684,0.004620744
87265,0.041555442
154298,0.032497086
198657,0.056883506
70248,0.011807483
31776,0.0054129036
140415,0.0058565782
231648,0.0073010568
96643,0.006044281
89566,0.15943506
14399,0.0021802618
82624,0.011214091
32186,0.020876752
16836,0.024882173
231381,0.00765492
235390,0.003992813
254935,0.00517192
240555,0.2123352
165749,0.009832261
246803,0.021681868
89840,0.0037218288
267936,0.002898186
235870,0.0102759125
158056,0.011313295
195905,0.0047313995
250365,0.011728345
120867,0.0021137502
61302,0.007017804
227166,0.0049143797
2022,0.006400885
108025,0.04857681
107344,0.0021968035
243807,0.23372558
257702,0.11607104
156536,0.10658157
87144,0.08143115
64374,0.039377805
48391,0.027527494
267653,0.0015960725
150529,0.0696958
280821,0.027359411
218591,0.00959133
196385,0.2768373
75951,0.03473277
278065,0.0024400745
94063,0.1654329
135748,0.0012922647
195124,0.30373743
114791,0.01099492
50267,0.05439933
75777,0.0055917646
221404,0.004291911
281528,0.004963724
260832,0.058029976
83250,0.0021490832
14385,0.06402444
255513,0.010559368
130051,0.0051222392
120882,0.010123303
159008,0.11117503
36192,0.011539582
222133,0.0061117182
87392,0.056826286
111915,0.00090535556
222836,0.0011875588
33643,0.007139655
59998,0.028561728
57305,0.0048236456
14411,0.015842343
149481,0.11754693
106122,0.0030757221
276626,0.026398145
228928,0.00599281
43278,0.005558906
203807,0.85039973
37507,0.039420485
39206,0.011625013
245968,0.25666726
82874,0.06247039
259976,0.23496072
224717,0.85253805
264604,0.24622361
271321,0.0010697667
28568,0.01544129
58975,0.007214284
145581,0.009116497
181392,0.0043675443
212666,0.28317124
63493,0.034229692
257546,0.0037949209
223199,0.017850058
227461,0.010212442
119298,0.005872641
174251,0.0014812625
203357,0.12417051
89992,0.0050300197
50407,0.005846035
248235,0.013054728
19740,0.0032198497
69398,0.037177686
132195,0.008581764
132809,0.0036801065
236955,0.0049345866
16434,0.008921598
213021,0.019432837
48354,0.33382058
94422,0.012947764
127662,0.00518002
764,0.050877612
214008,0.01775016
96154,0.113008216
241571,0.007195426
236906,0.30352998
81715,0.030928906
64804,0.023432178
232731,0.0019754271
159712,0.12876104
20278,0.07483264
133060,0.02194479
242554,0.09812752
277992,0.034166947
203650,0.009642852
213864,0.036796913
45275,0.0069985176
109752,0.023001442
214699,0.009890482
272865,0.03704574
117383,0.007761484
200100,0.17966835
189015,0.0092640035
155072,0.01706056
158630,0.007886837
557,0.013885367
119383,0.0076079536
141552,0.028019441
185308,0.0019062472
225386,0.024343573
170102,0.007715335
12850,0.007289285
25718,0.27252105
248266,0.0048358426
62735,0.050726805
185963,0.009914123
198571,0.1882205
131669,0.010160187
181682,0.97258973
100890,0.0020180158
115105,0.0052924426
130355,0.27780864
60163,0.8046718
268878,0.0033003197
135004,0.023440113
65661,0.006635959
79275,0.56509644
130636,0.0048474357
278081,0.0021505428
265802,0.0018623157
96328,0.02322177
214272,0.07811408
154040,0.017662458
164176,0.008482363
62284,0.0051112724
212604,0.010987776
36006,0.3170817
108536,0.0033666843
96908,0.0056729303
178522,0.04670432
40300,0.0034508512
270961,0.012215829
144897,0.021160383
99515,0.19565983
10070,0.01674281
179717,0.011421288
269406,0.015410561
22591,0.0039612595
18763,0.014965675
201067,0.24862546
186307,0.016689578
58805,0.012311932
48999,0.052006245
218376,0.0029395754
145378,0.092089
496,0.0017845596
54359,0.008861202
50276,0.0027061405
259831,0.053784
248543,0.0065281377
11205,0.12407665
11003,0.025920263
283418,0.008466049
126369,0.01484628
106217,0.006647832
85892,0.857463
248469,0.012740809
63176,0.019190896
81497,0.0050683785
262020,0.0032796878
237444,0.008671385
102443,0.99924433
180357,0.00816353
110523,0.028915428
275146,0.4317292
189385,0.015580231
125743,0.009418025
260397,0.006038065
63299,0.010231194
55189,0.32481623
227125,0.0017742426
113942,0.005698259
264051,0.0043390556
11614,0.028747497
257406,0.19744073
12287,0.048573073
251728,0.0021945888
136879,0.0057968763
234253,0.12329154
279700,0.10660973
104267,0.0022260477
226937,0.006081331
52288,0.019620115
208373,0.014712326
25024,0.013711005
19089,0.013834226
7908,0.013937657
49457,0.05809884
210862,0.0031874264
117853,0.011941831
141569,0.0019118584
178415,0.099693954
145790,0.33450988
41581,0.00521094
257510,0.008005664
126460,0.49844196
238503,0.005820812
181391,0.19526072
244478,0.016523495
213924,0.004185846
283528,0.0042127646
219196,0.0060760216
90153,0.015661186
82216,0.051038664
159243,0.025031403
257258,0.017579569
181737,0.006287935
97623,0.13545898
97981,0.06561017
15652,0.018069137
211285,0.31728122
199264,0.17368296
8760,0.010279003
115940,0.0021802618
2736,0.013613009
229895,0.019880213
104680,0.0015635429
208616,0.041144762
156785,0.21109766
59969,0.022444751
110432,0.016495299
84144,0.0043499176
244773,0.06269604
50634,0.003369332
198836,0.0028366607
152558,0.005727099
90365,0.016766291
119592,0.0037879685
205638,0.0712199
176286,0.0069860853
64761,0.018387523
167286,0.0035476426
151034,0.0083699785
32670,0.06373838
29999,0.82300675
139376,0.007937078
260809,0.5448596
95885,0.230304
159747,0.03348715
76754,0.31488985
238621,0.020073824
261894,0.010410721
244438,0.017653292
226418,0.0062187607
29034,0.023047756
274425,0.011720295
206666,0.028043235
4892,0.008359869
129843,0.0032039084
59569,0.014065431
165295,0.061234634
282709,0.005180602
136866,0.004158443
247536,0.0061863936
66394,0.021497801
178563,0.047333833
236919,0.00091639796
130806,0.048742115
229786,0.033129793
67638,0.31386167
271379,0.040563606
12510,0.004188202
66950,0.031146897
238988,0.27318063
149983,0.03546777
416,0.07059186
9946,0.024746016
60141,0.06277967
127817,0.0037184693
132428,0.014492665
57770,0.018959686
88840,0.0029143668
121135,0.004868623
214064,0.009222998
268849,0.06794439
244259,0.01711121
55710,0.18902566
245728,0.0033575546
19824,0.013188385
270090,0.0025454392
85325,0.0037550926
104245,0.005489363
81828,0.007938524
179334,0.010243099
271043,0.010983072
217281,0.42779413
273357,0.055005487
255860,0.06203787
222540,0.039591506
245885,0.0032066293
125186,0.0069602015
226174,0.007683073
3501,0.017801104
121548,0.0023997393
207119,0.003872031
77128,0.010808018
201697,0.04291593
90866,0.016866509
90066,0.0028106181
77796,0.012574868
98797,0.10480126
182454,0.0014090067
175285,0.013551781
9876,0.02955338
266801,0.027248587
233708,0.38082308
254254,0.003689376
51272,0.003280355
60284,0.016784986
114915,0.008993198
86528,0.0047125104
77079,0.032379176
249421,0.0009880776
158225,0.023000991
191690,0.007645581
221394,0.009751186
11292,0.006263836
130379,0.0053799907
26520,0.060060192
185910,0.0075015617
264439,0.07696382
249946,0.0021919769
260298,0.004335936
126752,0.012570813
6764,0.076159075
29149,0.17441131
21531,0.26139233
27103,0.013556256
10466,0.024758978
103509,0.0036784424
41824,0.044217408
20841,0.013086448
64972,0.117219225
42899,0.019210557
105177,0.005003158
167830,0.0036361974
130513,0.0030225844
71534,0.020716706
209001,0.058966484
168698,0.0017863536
245847,0.023925206
154999,0.02961029
145821,0.003570665
229722,0.002823233
112734,0.12001098
262065,0.02721483
179003,0.0070728976
148035,0.005288089
28901,0.014150325
74312,0.022561807
90101,0.0052760663
158125,0.0064310147
244738,0.7635062
161467,0.0011375432
122483,0.109048404
282987,0.0017295658
86297,0.0065660216
141382,0.00530353
242364,0.7326704
171882,0.059326235
226835,0.0039661843
43295,0.010946338
148643,0.005660869
59334,0.19190514
26696,0.027957194
89565,0.004466658
68227,0.018104043
103444,0.007361354
50763,0.009163018
83494,0.009494978
212464,0.0027006227
12997,0.045723613
214433,0.0063305837
52682,0.027872138
140215,0.008480771
57588,0.0034670709
140122,0.29644135
185894,0.0054978975
134912,0.030483423
226717,0.06475992
117271,0.014351876
106291,0.10595025
144224,0.0083971685
222943,0.88594747
162196,0.0035352493
252197,0.009051739
240098,0.0034163245
116688,0.00584486
139087,0.0015008422
162666,0.00468834
130340,0.18401422
214870,0.03047531
190914,0.011453308
21314,0.047827065
38863,0.004439928
68668,0.004248333
69277,0.025913052
172680,0.17192163
75297,0.017821752
47082,0.048749976
13134,0.51712334
228415,0.006407718
92367,0.010920344
167327,0.028959302
176915,0.022527935
218842,0.7885269
281780,0.0025204998
115690,0.008186531
204372,0.003547007
79557,0.0015249867
148797,0.015829248
72978,0.022079628
77507,0.01908269
278083,0.001241555
85348,0.056836326
231858,0.0014301322
244981,0.07611042
267275,0.0066331555
165890,0.0043870807
273616,0.005892725
103761,0.10435517
241350,0.031306386
261818,0.021544414
210519,0.76523656
165880,0.005825524
251554,0.005589326
169629,0.0036695476
102026,0.017245097
274384,0.0020410304
281648,0.0013020445
3242,0.017678706
134595,0.02647048
181939,0.11949219
110330,0.06396359
276399,0.005668295
66277,0.0060681566
191646,0.19679248
232744,0.0027899514
159221,0.0034880072
95725,0.02768293
91334,0.0066323383
149670,0.69287163
191660,0.038057446
84525,0.027220061
174096,0.03151543
154178,0.0073198047
225478,0.8644029
273906,0.015414952
24970,0.06959903
153815,0.020319529
109900,0.004272665
7148,0.036914337
106763,0.0102624055
189096,0.011712085
185258,0.018998759
25879,0.008047187
62406,0.0093704155
242615,0.009267379
30652,0.018053722
179298,0.015946046
21731,0.051210776
271824,0.031494964
103511,0.04825752
218307,0.19738744
144338,0.010883134
107675,0.08676547
100372,0.0028786135
1079,0.006595155
260477,0.0032261468
93488,0.011678377
220157,0.012988675
215081,0.03781419
27715,0.009827336
167568,0.0057580597
107688,0.0034920368
31791,0.47656944
44314,0.0023990932
249656,0.003816292
192187,0.008164535
192486,0.008347624
213088,0.8956456
73034,0.122402474
191667,0.07168956
268776,0.60112387
10935,0.010974416
206428,0.010761583
163547,0.003132158
92332,0.00991784
229352,0.021127105
240671,0.0084147835
10007,0.03245925
122910,0.011936981
6477,0.06101523
73118,0.06581218
207348,0.039499756
129810,0.0034843213
180487,0.020414026
46150,0.17234775
241277,0.008562082
7569,0.008912727
37655,0.008859975
237262,0.016376266
131279,0.8235272
9474,0.01660324
80422,0.006358188
206247,0.05381262
72750,0.045535475
185338,0.0059208474
6232,0.016800568
44825,0.03462801
37846,0.012426746
3725,0.27868992
233457,0.020654017
17591,0.04211018
282564,0.03086514
5733,0.008339891
46068,0.007833621
140661,0.004685553
102962,0.0037202395
29086,0.1888039
136173,0.0136459265
240901,0.008976219
163585,0.0032700454
208142,0.007037106
252780,0.085497215
20243,0.012249783
262772,0.006034143
101398,0.027663358
179868,0.07743518
163064,0.039149348
134826,0.004771888
